"date","HUC8","tmean"
2018-11-29,18040001,12.676957418079731
2001-09-25,18040001,22.337984253742082
2001-11-10,18040001,16.73464443330414
2001-03-05,18040001,11.837431462164272
2001-12-14,18040001,6.8769342632429673
2001-09-02,18040001,24.694862973248533
2001-02-24,18040001,7.8672638871155121
2001-04-21,18040001,7.8471713019991975
2001-03-23,18040001,15.342163894794593
2001-03-12,18040001,10.149249086094395
2001-11-19,18040001,11.8210388912095
2001-03-07,18040001,11.520598139807042
2007-09-07,18040001,24.41673425921687
2007-10-09,18040001,17.464852791362347
2007-02-22,18040001,10.078110174068964
2007-07-23,18040001,25.887572219636702
2019-03-14,18040001,9.066160195203576
2019-12-15,18040001,10.000396300107244
2019-12-02,18040001,9.7994722201868409
2019-05-21,18040001,13.448572193441416
2019-04-04,18040001,14.14129631177142
2019-07-04,18040001,22.221874035729289
2020-09-08,18040001,31.327078662095236
2020-07-02,18040001,24.1455287023827
2020-10-13,18040001,20.100554620336595
2020-01-18,18040001,6.0082546217065254
2020-07-01,18040001,24.362375902246537
2013-12-02,18040001,11.483825000168572
2013-12-13,18040001,6.0972638883377845
2013-01-19,18040001,7.92991666716644
2013-09-06,18040001,23.436145349785114
2000-05-01,18040001,17.970878692026496
2000-05-12,18040001,12.796456478104952
2002-06-26,18040001,25.956704614780591
2002-02-13,18040001,10.533961093715503
2002-03-05,18040001,11.512072234076477
2002-06-11,18040001,21.225255555576773
2002-12-08,18040001,9.8040305629924287
2002-09-18,18040001,21.02889907978199
2003-09-07,18040001,22.110841647783911
2003-07-30,18040001,29.891287973192018
2003-07-02,18040001,23.240705583713666
2003-12-19,18040001,8.636718529991434
2003-12-20,18040001,10.708400918377782
2003-11-12,18040001,11.417039818151132
2003-04-26,18040001,11.491675935851195
2004-01-26,18040001,6.7143898122756456
2004-01-19,18040001,8.1522426011523734
2004-11-18,18040001,11.200399104091852
2004-08-11,18040001,26.505322183503047
2004-12-23,18040001,4.5318981511578738
2004-04-15,18040001,14.308715741281155
2004-09-02,18040001,25.847607398916161
2004-08-19,18040001,26.758387963860134
2004-10-07,18040001,21.021887937740026
2005-09-17,18040001,18.981298154371725
2005-08-15,18040001,22.827736133999309
2005-07-10,18040001,22.667605552849949
2005-07-26,18040001,27.043989806705039
2005-02-15,18040001,13.019546301497353
2005-07-13,18040001,28.211221318774758
2005-06-10,18040001,19.0080648139671
2006-01-26,18040001,8.783060190488623
2006-08-19,18040001,23.97406017780304
2006-03-08,18040001,7.9652583421518424
2006-02-04,18040001,11.382319454020932
2006-10-23,18040001,19.476941659715433
2008-04-21,18040001,8.4706629652926662
2008-05-25,18040001,13.91484632072626
2008-02-05,18040001,5.5070203760479339
2008-10-10,18040001,16.454406480215216
2008-05-03,18040001,16.293458327319872
2008-05-04,18040001,16.183467580654003
2008-10-27,18040001,19.157097200111096
2009-06-07,18040001,17.594974084695188
2009-06-23,18040001,21.341400010497473
2009-07-11,18040001,23.052116707519243
2009-02-19,18040001,8.2315351824724576
2009-01-21,18040001,10.824899065382656
2009-01-26,18040001,7.1998731492052723
2009-08-06,18040001,23.199083310586449
2009-02-25,18040001,12.050447221928165
2010-07-16,18040001,28.445371284308258
2010-01-14,18040001,10.670342586037746
2010-11-25,18040001,3.4704379671805179
2010-05-09,18040001,16.030394453914095
2011-03-31,18040001,15.373299050331116
2011-03-24,18040001,8.51189908245924
2011-11-18,18040001,12.312287011521844
2011-09-28,18040001,21.759026854126542
2011-08-28,18040001,27.101205568843422
2011-07-11,18040001,22.830120343632178
2011-06-03,18040001,13.883773150488176
2012-10-22,18040001,15.042825941244757
2012-11-10,18040001,7.4888333268496066
2012-02-18,18040001,9.5460592587639042
2012-04-22,18040001,23.319186097604256
2014-08-12,18040001,26.5521787210747
2014-06-02,18040001,22.224626813994529
2014-03-30,18040001,13.891483329512459
2014-01-12,18040001,9.3702333382986147
2014-12-05,18040001,15.13691944170882
2015-12-22,18040001,9.5877990698786846
2015-08-06,18040001,22.350870342607863
2015-10-14,18040001,25.355431499304576
2015-07-01,18040001,30.386622204603974
2015-10-26,18040001,18.997095383979655
2015-10-23,18040001,19.269241671650498
2015-02-25,18040001,9.1641537251663436
2015-01-15,18040001,8.1525101865710852
2015-07-19,18040001,26.212293503902558
2016-06-14,18040001,21.874602769480791
2016-12-17,18040001,6.7399064763328411
2016-07-15,18040001,27.598640728879865
2016-06-24,18040001,24.755173161294742
2016-03-22,18040001,12.495687046812639
2016-11-30,18040001,7.7992648212101221
2016-10-13,18040001,17.888600007692961
2016-08-04,18040001,26.69414072301652
2017-06-13,18040001,15.315621301414513
2017-06-17,18040001,26.12930456973886
2017-12-13,18040001,8.8145786854498773
2018-08-12,18040001,27.251445394975168
2018-11-03,18040001,17.735953710255778
2018-12-23,18040001,10.593212039437555
2018-12-11,18040001,8.4345546259786381
2018-02-07,18040001,13.386206501777531
2018-05-02,18040001,14.638840742464405
2018-11-26,18040001,12.594180561436543
2001-05-06,18040001,20.306885185948122
2001-08-06,18040001,23.991287934338622
2001-10-28,18040001,16.57798793315887
2007-09-24,18040001,16.500850916350338
2007-09-22,18040001,17.134618521178218
2007-02-20,18040001,9.5750435120253723
2019-11-28,18040001,6.3069777788594346
2019-06-22,18040001,21.582293515735181
2019-04-26,18040001,23.947086099342062
2019-10-03,18040001,15.422614800157364
2019-09-03,18040001,28.076380530110121
2019-10-10,18040001,16.650962967342803
2019-04-23,18040001,18.1561157312658
2019-09-07,18040001,25.832273156554606
2020-12-25,18040001,6.1433268505045096
2020-12-24,18040001,5.017013891120504
2020-06-14,18040001,17.704658344277643
2020-10-19,18040001,23.077463896186234
2020-11-16,18040001,11.667423136918632
2020-05-26,18040001,25.174043519408617
2013-03-25,18040001,13.563783328345529
2013-02-14,18040001,8.9136101874885068
2013-03-16,18040001,16.27076112738364
2013-03-06,18040001,11.974250934141928
2013-03-08,18040001,9.5794398214116114
2013-05-30,18040001,19.54794721338483
2013-05-20,18040001,20.767267594514053
2013-04-28,18040001,20.570129611315568
2013-08-04,18040001,23.588794432746038
2013-05-05,18040001,21.667349069648342
2013-02-25,18040001,7.8080499920278266
2013-12-29,18040001,8.5571851886627641
2000-02-15,18040001,10.841067573000434
2000-02-06,18040001,12.209700918087254
2000-01-06,18040001,5.6467907365883621
2000-04-02,18040001,16.816029643129433
2000-09-07,18040001,19.817371306154445
2000-01-09,18040001,6.8770064688501122
2002-10-08,18040001,22.313246319912118
2002-11-03,18040001,11.379708310478822
2002-12-06,18040001,9.7434499942594019
2002-09-06,18040001,20.25326479629237
2002-07-24,18040001,23.638553658238166
2002-07-04,18040001,24.652864830582217
2002-08-15,18040001,27.156927767506371
2002-12-28,18040001,12.460876832847262
2002-08-07,18040001,20.997679640628682
2002-03-27,18040001,12.652381473669305
2002-04-06,18040001,13.928125914158656
2002-04-02,18040001,18.986856477348883
2003-10-18,18040001,19.606379619351117
2003-04-30,18040001,11.31209629075947
2003-10-28,18040001,21.115020370041872
2003-06-19,18040001,22.000041672918538
2003-08-12,18040001,23.838750939899025
2003-07-20,18040001,29.54134443247759
2004-12-30,18040001,9.07345092582207
2004-11-21,18040001,8.8812333306228659
2004-03-28,18040001,12.697853692041512
2004-01-08,18040001,10.434840737669559
2004-08-31,18040001,26.109609202102373
2004-06-12,18040001,20.287246284661467
2004-10-02,18040001,17.81112963137803
2004-12-20,18040001,6.6124527831182478
2005-08-21,18040001,23.822765700905435
2005-01-31,18040001,7.2821981489296208
2005-09-11,18040001,17.114933343066102
2005-09-30,18040001,23.078552742357623
2005-11-08,18040001,15.684985202330132
2006-07-03,18040001,25.845022229795116
2006-03-19,18040001,8.4891546340590445
2006-05-30,18040001,17.027142583440867
2006-02-05,18040001,10.384788878799279
2006-08-16,18040001,22.673100902416078
2006-06-17,18040001,25.13650741223935
2006-07-14,18040001,25.250797209916286
2008-06-19,18040001,24.84933334809762
2008-08-29,18040001,28.359482375780736
2008-09-03,18040001,22.866054692091794
2008-11-08,18040001,13.5352880006587
2009-08-11,18040001,27.061052801873952
2009-04-16,18040001,9.32918332201359
2009-10-22,18040001,15.137064813684546
2009-02-23,18040001,12.136827776387888
2010-10-30,18040001,15.094826847314824
2010-12-01,18040001,5.6758694478017429
2010-12-06,18040001,11.661402777389243
2010-04-02,18040001,9.1763564820160024
2010-03-18,18040001,15.318041654207097
2010-02-16,18040001,11.815526848810688
2010-07-07,18040001,23.183319463553264
2010-12-19,18040001,12.040259260159944
2010-08-13,18040001,22.195090745996531
2011-03-17,18040001,9.5640768467871276
2011-05-25,18040001,15.582126850110514
2011-12-23,18040001,5.0412814762270779
2011-02-24,18040001,6.9482129579974767
2011-03-03,18040001,12.42784631903525
2012-09-10,18040001,24.733949110243035
2012-05-20,18040001,21.057074052316164
2012-03-16,18040001,15.873640768616285
2012-12-04,18040001,11.983975932333212
2012-01-26,18040001,8.9563481481814868
2014-04-13,18040001,17.107473161926993
2014-08-30,18040001,26.412607366950397
2014-06-03,18040001,20.767516675701874
2014-09-15,18040001,27.68313614262474
2014-07-24,18040001,23.319302796434474
2014-12-15,18040001,8.11685740923578
2014-05-03,18040001,22.647954593322876
2014-04-11,18040001,19.873561108553858
2015-02-22,18040001,10.106222216233057
2015-06-20,18040001,24.61026293260079
2015-12-12,18040001,7.8207592668994987
2015-05-05,18040001,17.841867586859955
2015-10-01,18040001,19.968715730419873
2015-12-21,18040001,6.5103370480122953
2016-03-01,18040001,14.400909249650113
2016-03-10,18040001,12.969538896944789
2016-08-17,18040001,26.455769424968306
2016-01-22,18040001,11.353791656207159
2016-12-04,18040001,7.3235231532262528
2016-01-05,18040001,8.6009731461880428
2016-08-03,18040001,26.032485187495208
2016-07-28,18040001,30.207000008335818
2016-05-23,18040001,14.999708333445911
2017-10-09,18040001,17.859402790776013
2017-08-18,18040001,25.638549095612959
2017-03-15,18040001,18.556914827117215
2017-12-19,18040001,8.5260287090289726
2017-10-08,18040001,19.787686109101326
2017-12-11,18040001,9.3730898081993388
2017-06-12,18040001,14.400966658036182
2017-08-10,18040001,25.8057731381169
2017-02-07,18040001,12.488622225545072
2017-01-03,18040001,6.3930342597231533
2018-08-15,18040001,24.761073147809068
2018-02-09,18040001,14.621774079402282
2018-05-27,18040001,16.36790740401656
2018-01-21,18040001,6.7470064797255409
2018-06-14,18040001,26.766609268718309
2018-11-01,18040001,15.026372242856887
2001-02-21,18040001,9.8444713002691717
2001-05-02,18040001,19.567540745823496
2001-06-15,18040001,23.99441668634061
2001-03-17,18040001,11.81562222871516
2001-10-19,18040001,18.618058334015025
2001-10-20,18040001,18.611308334050324
2001-11-13,18040001,13.907320357859135
2001-07-31,18040001,20.772619444352596
2007-10-17,18040001,14.909580546175995
2007-12-11,18040001,5.68344629786605
2007-05-17,18040001,19.301951856966379
2007-01-18,18040001,4.30792314799985
2007-07-11,18040001,23.44354722588152
2007-10-18,18040001,13.924142583652785
2007-03-05,18040001,13.152799094689117
2019-10-30,18040001,11.571403698114397
2019-02-12,18040001,5.2831990641037336
2019-05-26,18040001,18.091222217568632
2019-08-03,18040001,25.229576844639244
2019-07-19,18040001,25.523698170979824
2019-02-19,18040001,5.1694500011913638
2019-03-19,18040001,16.941427791008227
2019-11-29,18040001,5.7666907393597775
2019-04-25,18040001,23.577953711262474
2019-07-26,18040001,29.571319486476774
2020-02-01,18040001,11.606309270858764
2020-04-25,18040001,21.533538895183156
2020-02-07,18040001,8.8642527938735256
2020-02-14,18040001,11.729735170515193
2020-04-03,18040001,11.142129617660414
2020-12-26,18040001,9.3500074117129728
2013-09-08,18040001,26.328958332097066
2013-11-23,18040001,8.67229999796125
2013-12-25,18040001,9.5393879804453974
2013-08-15,18040001,25.642831451804557
2013-03-28,18040001,15.638350924739131
2013-04-25,18040001,18.689866658051791
2000-02-26,18040001,9.612249075179859
2000-01-17,18040001,11.641598137661274
2000-03-12,18040001,12.285587967104382
2000-01-05,18040001,6.65990555425373
2000-11-10,18040001,9.07689165679341
2000-03-14,18040001,13.510972219484827
2002-03-30,18040001,16.811645368735014
2002-03-20,18040001,9.0765518256601219
2002-03-14,18040001,8.0829675918652
2002-12-12,18040001,8.06815649304814
2002-05-14,18040001,19.526806479030164
2002-02-04,18040001,6.5231416626453971
2003-01-13,18040001,10.232525009523933
2003-12-26,18040001,6.3020740671393805
2003-06-28,18040001,28.728374080304739
2003-02-22,18040001,9.6870999851298549
2003-08-17,18040001,25.492222246417303
2003-04-10,18040001,17.104498130083091
2003-01-17,18040001,8.4844277791161584
2004-01-02,18040001,7.2452314729767853
2004-09-13,18040001,23.722141674712862
2004-07-22,18040001,27.566574019855945
2004-07-14,18040001,24.625663929515429
2004-01-10,18040001,11.852885183029706
2004-12-17,18040001,7.866836124222238
2004-05-02,18040001,21.460453677177441
2004-01-16,18040001,7.4688361151626834
2004-01-20,18040001,7.6995759272396036
2004-04-22,18040001,15.140833347373539
2004-09-21,18040001,14.316405538166014
2004-03-30,18040001,18.69166851750126
2004-06-22,18040001,22.525926891079642
2005-06-13,18040001,21.97816205907748
2005-07-05,18040001,24.784921275244823
2005-12-21,18040001,13.622347209630197
2005-09-29,18040001,21.767342578040196
2005-05-20,18040001,20.547776850947635
2005-11-12,18040001,12.67620554820255
2005-04-12,18040001,13.699131462088346
2005-10-07,18040001,19.146065721246941
2005-02-16,18040001,11.14868147240745
2005-10-01,18040001,23.64831577848506
2006-12-14,18040001,12.054471319030839
2006-10-01,18040001,17.080702762250539
2006-01-15,18040001,9.0707388833855056
2006-11-30,18040001,4.4022212978827548
2006-01-21,18040001,5.895228698126175
2008-11-03,18040001,14.539132420663472
2008-10-15,18040001,15.432818528568294
2008-12-04,18040001,10.22791388056897
2008-05-15,18040001,22.479092588248083
2008-07-09,18040001,30.953113942676122
2008-08-12,18040001,25.829824086471859
2008-04-11,18040001,13.66927405951752
2008-01-26,18040001,10.423904632528622
2008-07-16,18040001,25.131284265164975
2008-04-17,18040001,12.935583335312979
2008-01-27,18040001,12.067744439040078
2009-07-26,18040001,24.163794432746048
2009-10-12,18040001,15.801153704413663
2009-06-16,18040001,18.421575002758569
2009-02-14,18040001,6.6299055552179054
2009-07-22,18040001,27.139379615253869
2010-01-19,18040001,10.303832410965823
2010-05-17,18040001,19.796723142818145
2010-05-24,18040001,13.413615734488873
2010-09-06,18040001,23.708560152407038
2010-11-24,18040001,5.7737259286057991
2011-05-30,18040001,13.550077783481946
2011-03-20,18040001,7.9437407404391305
2011-03-14,18040001,13.217473151065683
2011-07-16,18040001,19.34965832763249
2011-11-04,18040001,13.660321302518781
2011-05-31,18040001,15.305698151776092
2011-07-20,18040001,22.9853675948249
2011-11-01,18040001,17.092704628132008
2011-08-04,18040001,24.211774035736372
2011-10-25,18040001,19.542073141645481
2011-05-07,18040001,19.810498126347856
2011-05-15,18040001,12.962725924390067
2011-01-17,18040001,10.606312024372594
2012-10-02,18040001,26.016942603499814
2012-02-22,18040001,10.013290747724202
2012-05-02,18040001,16.635475024912083
2012-04-13,18040001,10.827771297450768
2012-07-17,18040001,21.065868511023336
2012-01-01,18040001,6.9040129564573114
2012-01-05,18040001,9.5777972242790632
2014-07-31,18040001,29.897756475872477
2014-10-11,18040001,21.140817604241537
2014-12-11,18040001,11.682247223235944
2014-01-09,18040001,8.3049500071409152
2014-03-01,18040001,13.010481466518515
2015-02-06,18040001,13.214132418455897
2015-04-27,18040001,15.631768505054493
2015-06-22,18040001,23.802225923538241
2015-08-12,18040001,23.943588854648457
2015-02-07,18040001,16.516878688556158
2015-06-27,18040001,29.3774028265918
2016-07-23,18040001,24.978188920021068
2016-04-07,18040001,19.626031485310296
2016-12-20,18040001,4.684647235057871
2016-11-22,18040001,10.419490732528548
2016-12-14,18040001,11.73302315716391
2016-04-06,18040001,17.679023158991747
2016-11-03,18040001,14.357051845722728
2016-09-01,18040001,23.639984268612324
2016-08-16,18040001,26.772676865259829
2016-07-09,18040001,23.473108323415136
2017-05-30,18040001,21.836737950642913
2017-03-10,18040001,13.756337970936753
2017-09-17,18040001,21.361351876788678
2017-06-02,18040001,20.79256943111066
2017-07-30,18040001,27.514546297214657
2017-03-13,18040001,15.98928054173787
2017-10-22,18040001,12.894167608022697
2017-06-07,18040001,23.759665749691159
2018-08-16,18040001,24.547569451508739
2018-07-01,18040001,26.924832396154006
2018-10-01,18040001,19.020157422401287
2018-11-04,18040001,17.364300014354551
2018-10-30,18040001,15.0891009391458
2018-12-29,18040001,5.7319953672434725
2018-10-18,18040001,17.915616652700624
2018-10-26,18040001,17.697756472781851
2001-08-04,18040001,23.821359245865409
2001-09-08,18040001,23.125809241224207
2001-02-25,18040001,7.2776703593441825
2001-03-08,18040001,11.987317616188953
2001-12-27,18040001,7.5500768579818587
2001-12-06,18040001,7.01860000647743
2001-01-01,18040001,6.686046295435836
2001-05-01,18040001,18.927380533571586
2001-05-15,18040001,19.094064818929741
2001-06-21,18040001,27.918887055361719
2001-03-25,18040001,16.050451852877934
2007-10-06,18040001,11.220441674627374
2007-11-25,18040001,9.195932413080568
2007-05-19,18040001,19.292539831002539
2007-01-24,18040001,7.0775592705391164
2007-01-06,18040001,4.8879009168888263
2007-08-13,18040001,22.982400012016281
2019-08-05,18040001,27.866382439931218
2019-06-25,18040001,25.748877758449972
2019-12-22,18040001,12.218479635538881
2019-09-26,18040001,25.888248167214567
2019-03-05,18040001,12.401674072168491
2019-12-08,18040001,14.541176879405974
2019-11-01,18040001,11.944913898047952
2019-03-30,18040001,11.638503723115548
2020-05-22,18040001,19.527634257298949
2020-03-18,18040001,7.5379814823882372
2020-06-27,18040001,28.348792604163847
2020-01-08,18040001,5.3614481421532449
2020-12-17,18040001,7.7870259260586314
2020-08-19,18040001,32.025737953186081
2020-10-16,18040001,22.237579625624175
2020-11-21,18040001,9.5754731536567
2020-03-11,18040001,13.563628689448041
2013-06-24,18040001,20.581244457209564
2013-06-18,18040001,22.200240735654482
2013-01-04,18040001,5.6560268642415359
2013-03-04,18040001,12.802809247519402
2013-10-26,18040001,16.27970276187969
2013-01-12,18040001,3.6072916761627103
2000-05-16,18040001,14.999361104876908
2000-07-09,18040001,20.595572242030364
2000-03-16,18040001,14.802587057263763
2000-06-16,18040001,29.496742598215743
2000-11-06,18040001,12.325808349582891
2000-06-28,18040001,28.062144418999004
2000-03-05,18040001,11.391340730918785
2000-10-29,18040001,12.970754626945215
2000-08-04,18040001,27.745255568292425
2002-04-20,18040001,12.234345362840754
2002-06-10,18040001,19.088556474668017
2002-08-31,18040001,23.605725009353083
2002-05-01,18040001,11.0282453748363
2002-06-27,18040001,24.40661483605701
2002-09-02,18040001,26.781506496888625
2002-04-25,18040001,17.054954622851504
2003-05-21,18040001,21.61123144935679
2003-04-05,18040001,7.880599994005431
2003-03-19,18040001,10.571066669164296
2003-04-20,18040001,13.243783324239441
2003-12-30,18040001,7.3871231557904826
2003-05-03,18040001,13.655162957641805
2003-02-15,18040001,11.861076849478277
2004-04-20,18040001,13.376133337230584
2004-10-17,18040001,17.2516425808271
2004-02-05,18040001,7.3337759229182105
2004-02-25,18040001,12.214866652498365
2004-02-29,18040001,8.243093516363734
2004-04-24,18040001,17.50466478466987
2004-03-08,18040001,14.87465647083742
2004-05-24,18040001,16.683705554185096
2004-05-22,18040001,16.684925931471355
2005-04-24,18040001,13.94028054939376
2005-04-05,18040001,10.284793515358535
2005-03-06,18040001,12.027258337206305
2005-08-31,18040001,22.569193538913041
2006-03-04,18040001,5.4727666616021517
2006-07-23,18040001,33.681465710533985
2006-05-20,18040001,19.969160192101093
2006-08-05,18040001,23.718947207486192
2006-01-02,18040001,8.7693185241892913
2006-05-02,18040001,20.480248137756615
2006-04-02,18040001,10.006598135923827
2006-01-29,18040001,8.5488425835484154
2006-12-02,18040001,7.1084814795146407
2006-10-12,18040001,16.629666690914725
2006-05-16,18040001,24.766561096685908
2006-02-24,18040001,9.4083064868008162
2008-03-10,18040001,12.786314804520877
2008-10-04,18040001,19.055619438489277
2008-05-19,18040001,26.520556519649638
2008-11-29,18040001,10.144270371397337
2008-01-19,18040001,6.2253527752313458
2008-04-19,18040001,17.487718525418529
2008-11-17,18040001,17.234732437575296
2008-08-08,18040001,26.020468533480603
2008-08-03,18040001,25.587995397603063
2008-03-31,18040001,9.2006944606382355
2009-05-09,18040001,19.377489813168854
2009-04-24,18040001,18.460268513361598
2009-11-13,18040001,9.212244450445807
2009-07-10,18040001,22.476086114071016
2010-08-06,18040001,23.210739835986388
2010-11-10,18040001,9.68007406551666
2010-03-03,18040001,9.6407750002211952
2010-01-13,18040001,12.279757416689852
2010-04-16,18040001,13.299952798640282
2010-09-09,18040001,16.361436119344511
2010-03-09,18040001,7.8812370398081768
2010-04-26,18040001,18.00719442455857
2011-01-13,18040001,8.9675435116997519
2011-12-19,18040001,6.2208777729499438
2011-01-19,18040001,9.4200379658628339
2011-04-28,18040001,15.118944443375987
2011-06-23,18040001,27.992274990788239
2011-08-07,18040001,24.267054663764117
2011-04-02,18040001,19.119037969907108
2011-11-20,18040001,8.9314046291289433
2012-12-11,18040001,9.461444434675359
2012-06-14,18040001,23.668670410580106
2012-12-03,18040001,12.485805547237396
2012-11-29,18040001,12.351249085753048
2012-09-21,18040001,22.463750031259337
2015-05-29,18040001,21.020007423118336
2015-11-27,18040001,5.0403027760968664
2015-03-07,18040001,12.598634240472764
2015-09-07,18040001,21.242229649755682
2015-10-13,18040001,24.451361998805307
2015-04-07,18040001,10.955976863167495
2015-07-24,18040001,22.841790718502448
2015-06-23,18040001,23.35938891922989
2015-04-08,18040001,10.137391649161597
2016-11-24,18040001,9.6873296319127569
2016-06-03,18040001,26.012005582562193
2016-07-31,18040001,29.480520391464225
2016-01-02,18040001,4.333083327368108
2016-07-18,18040001,24.013721292990244
2016-01-25,18040001,8.82830093150821
2016-01-30,18040001,12.153216669736089
2017-07-25,18040001,25.949137984381778
2017-02-02,18040001,11.537977773061504
2017-05-26,18040001,17.503122232578427
2017-03-08,18040001,8.957764816648087
2017-03-20,18040001,16.221513902699481
2017-09-27,18040001,20.579547215391095
2017-03-30,18040001,15.1449490458877
2017-08-26,18040001,26.382776896158862
2018-06-09,18040001,21.733482391745959
2018-04-01,18040001,18.074208342145958
2018-12-31,18040001,6.3533074210216833
2018-06-24,18040001,27.312162967964476
2018-01-22,18040001,6.6844351933390547
2018-08-19,18040001,28.260749991734819
2018-10-02,18040001,21.365914815443514
2018-06-19,18040001,21.182025009614446
2018-05-23,18040001,19.233301851042988
2018-11-05,18040001,18.316529631614696
2018-02-23,18040001,5.726583332852762
2001-09-09,18040001,22.783293514781505
2001-10-03,18040001,25.707775934537246
2001-03-03,18040001,7.76861388801977
2001-02-18,18040001,10.464257403545908
2001-06-09,18040001,24.985859253671439
2001-03-30,18040001,16.678981460465309
2001-01-05,18040001,8.5031055622854943
2001-07-01,18040001,25.987162932643162
2007-04-28,18040001,21.581387027104711
2007-04-11,18040001,15.343171287465982
2007-03-07,18040001,15.141228703657781
2007-05-11,18040001,20.615079644874282
2007-10-10,18040001,17.765308336416894
2007-04-25,18040001,15.991853698756966
2019-05-19,18040001,13.067345384977486
2019-12-11,18040001,9.90719351500825
2019-02-10,18040001,8.1947638872044983
2019-02-01,18040001,12.682272235552482
2019-05-31,18040001,21.263700905994131
2019-05-10,18040001,18.181245357018881
2019-12-20,18040001,9.3299888842933214
